chrom,tss,chromEnd,strand,gene_name,gene_id,cage_used
20,47894684,47894685,-,ZNFX1,ENSG00000124201,True
20,48100820,48100821,-,KCNB1,ENSG00000158445,True
20,48184666,48184667,-,PTGIS,ENSG00000124212,True
20,48330409,48330410,-,B4GALT5,ENSG00000158470,True
20,48429407,48429408,+,SLC9A8,ENSG00000197818,True
20,48532031,48532032,-,SPATA2,ENSG00000158480,True
20,48552928,48552929,+,RNF114,ENSG00000124226,True
20,48599516,48599517,+,SNAI1,ENSG00000124216,True
20,48729682,48729683,-,UBE2V1,ENSG00000244687,True
20,48770218,48770219,-,TMEM189-UBE2V1,ENSG00000124208,True
20,48770218,48770219,-,TMEM189,ENSG00000240849,True
20,48807367,48807368,+,CEBPB,ENSG00000172216,True
20,49126908,49126909,+,PTPN1,ENSG00000196396,True
20,49308066,49308067,-,FAM65C,ENSG00000042062,True
20,49348116,49348117,+,PARD6B,ENSG00000124171,True
20,49411589,49411590,+,BCAS4,ENSG00000124243,True
20,49547949,49547950,-,ADNP,ENSG00000101126,True
20,49575068,49575069,-,DPM1,ENSG00000000419,True
20,49575366,49575367,+,MOCS3,ENSG00000124217,True
20,49639662,49639663,-,KCNG1,ENSG00000026559,True
20,50159248,50159249,-,NFATC2,ENSG00000101096,True
20,50384903,50384904,-,ATP9A,ENSG00000054793,True
20,50419000,50419001,-,SALL4,ENSG00000101115,True
20,50808309,50808310,-,ZFP64,ENSG00000020256,True
20,51588913,51588914,+,TSHZ2,ENSG00000182463,True
20,52105495,52105496,+,AL354993.1,ENSG00000227164,False
20,52210376,52210377,-,ZNF217,ENSG00000171940,True
20,52645170,52645171,-,BCAS1,ENSG00000064787,True
20,52790523,52790524,-,CYP24A1,ENSG00000019186,True
20,52824626,52824627,+,PFDN4,ENSG00000101132,True
20,53092255,53092256,+,DOK5,ENSG00000101134,True
20,54580554,54580555,-,CBLN4,ENSG00000054803,True
20,54823788,54823789,+,MC3R,ENSG00000124089,False
20,54934037,54934038,+,FAM210B,ENSG00000124098,True
20,54967260,54967261,-,AURKA,ENSG00000087586,True
20,54967701,54967702,+,CSTF1,ENSG00000101138,True
20,54987321,54987322,+,CASS4,ENSG00000087589,True
20,55043647,55043648,+,RTFDC1,ENSG00000022277,False
20,55091926,55091927,+,FAM209A,ENSG00000124103,True
20,55100981,55100982,-,GCNT7,ENSG00000124091,False
20,55108302,55108303,+,FAM209B,ENSG00000213714,False
20,55204364,55204365,+,TFAP2C,ENSG00000087510,True
20,55841699,55841700,-,BMP7,ENSG00000101144,True
20,55904862,55904863,+,SPO11,ENSG00000054796,True
20,55926305,55926306,+,RAE1,ENSG00000101146,True
20,55934551,55934552,-,MTRNR2L3,ENSG00000256222,True
20,55966453,55966454,+,RBM38,ENSG00000132819,True
20,56100193,56100194,-,CTCFL,ENSG00000124092,True
20,56136166,56136167,+,PCK1,ENSG00000124253,True
20,56195490,56195491,-,ZBP1,ENSG00000124256,True
20,56285070,56285071,-,PMEPA1,ENSG00000124225,True
20,56725973,56725974,+,C20orf85,ENSG00000124237,True
20,56803709,56803710,-,ANKRD60,ENSG00000124227,False
20,56884502,56884503,-,PPP4R1L,ENSG00000124224,True
20,56884779,56884780,+,RAB22A,ENSG00000124209,True
20,56964292,56964293,+,VAPB,ENSG00000124164,True
20,57090450,57090451,-,APCDD1L,ENSG00000198768,True
20,57209828,57209829,+,MGC4294,ENSG00000268941,False
20,57226314,57226315,+,STX16-NPEPL1,ENSG00000254995,True
20,57226314,57226315,+,STX16,ENSG00000124222,True
20,57267935,57267936,+,NPEPL1,ENSG00000215440,True
20,57466471,57466472,+,GNAS,ENSG00000087460,True
20,57556263,57556264,+,NELFCD,ENSG00000101158,False
20,57582310,57582311,-,CTSZ,ENSG00000101160,True
20,57594472,57594473,+,TUBB1,ENSG00000101162,True
20,57607384,57607385,-,ATP5E,ENSG00000124172,True
20,57617870,57617871,-,SLMO2,ENSG00000101166,True
20,57766075,57766076,+,ZNF831,ENSG00000124203,False
20,57875665,57875666,+,EDN3,ENSG00000124205,True
20,58179591,58179592,+,PHACTR3,ENSG00000087495,True
20,58508689,58508690,-,SYCP2,ENSG00000196074,True
20,58508819,58508820,+,FAM217B,ENSG00000196227,False
20,58515355,58515356,-,PPP1R3D,ENSG00000132825,True
20,58533471,58533472,+,CDH26,ENSG00000124215,False
20,58630979,58630980,+,C20orf197,ENSG00000176659,True
20,59827295,59827296,+,CDH4,ENSG00000179242,True
20,60294804,60294805,-,RP11-429E11.3,ENSG00000179253,False
20,60640924,60640925,-,TAF4,ENSG00000130699,True
20,60697517,60697518,+,LSM14B,ENSG00000149657,True
20,60718478,60718479,-,PSMA7,ENSG00000101182,True
20,60718819,60718820,+,SS18L1,ENSG00000184402,True
20,60758085,60758086,+,MTG2,ENSG00000101181,False
20,60795333,60795334,-,HRH3,ENSG00000101180,True
20,60813612,60813613,+,OSBPL2,ENSG00000130703,True
20,60878045,60878046,+,ADRM1,ENSG00000130706,True
20,60942368,60942369,-,LAMA5,ENSG00000130702,True
20,60962157,60962158,+,RPS21,ENSG00000171858,True
20,60982352,60982353,-,CABLES2,ENSG00000149679,True
20,61002589,61002590,-,RBBP8NL,ENSG00000130701,False
20,61051048,61051049,-,GATA5,ENSG00000130700,True
20,61147658,61147659,+,C20orf166,ENSG00000174407,True
20,61273853,61273854,+,SLCO4A1,ENSG00000101187,True
20,61274656,61274657,-,RP11-93B14.6,ENSG00000167046,False
20,61340187,61340188,+,NTSR1,ENSG00000101188,True
20,61427805,61427806,+,MRGBP,ENSG00000101189,False
20,61436171,61436172,+,OGFR,ENSG00000060491,True
20,61448397,61448398,+,COL9A3,ENSG00000092758,True
20,61493152,61493153,-,TCFL5,ENSG00000101190,True
20,61557851,61557852,-,DIDO1,ENSG00000101191,True
20,61569471,61569472,+,GID8,ENSG00000101193,False
20,61584061,61584062,+,SLC17A9,ENSG00000101194,True
20,61638315,61638316,-,BHLHE23,ENSG00000125533,True
20,61847500,61847501,-,YTHDF1,ENSG00000149658,True
20,61867275,61867276,+,BIRC7,ENSG00000101197,True
20,61885801,61885802,-,NKAIN4,ENSG00000101198,True
20,61904166,61904167,+,ARFGAP1,ENSG00000101199,True
20,61924554,61924555,+,COL20A1,ENSG00000101203,True
20,61992663,61992664,-,CHRNA4,ENSG00000101204,True
20,62103987,62103988,-,KCNQ2,ENSG00000075043,True
20,62130450,62130451,-,EEF1A2,ENSG00000101210,True
20,62152122,62152123,+,PPDPF,ENSG00000125534,True
20,62168692,62168693,-,PTK6,ENSG00000101213,True
20,62179099,62179100,-,SRMS,ENSG00000125508,True
20,62185515,62185516,+,C20orf195,ENSG00000125531,True
20,62205592,62205593,-,HELZ2,ENSG00000130589,False
20,62258433,62258434,-,GMEB2,ENSG00000101216,True
20,62284775,62284776,-,STMN3,ENSG00000197457,True
20,62289673,62289674,+,RTEL1,ENSG00000258366,True
20,62290653,62290654,+,RTEL1-TNFRSF6B,ENSG00000026036,False
20,62328004,62328005,+,TNFRSF6B,ENSG00000243509,True
20,62339251,62339252,-,ARFRP1,ENSG00000101246,True
20,62339404,62339405,+,ZGPAT,ENSG00000197114,True
20,62340216,62340217,+,RP4-583P15.15,ENSG00000273154,False
20,62368012,62368013,+,LIME1,ENSG00000203896,True
20,62369623,62369624,+,RP4-583P15.14,ENSG00000273047,False
20,62371141,62371142,+,SLC2A4RG,ENSG00000125520,True
20,62462598,62462599,-,ZBTB46,ENSG00000130584,True
20,62475273,62475274,-,AL158091.1,ENSG00000269223,False
20,62492566,62492567,+,ABHD16B,ENSG00000183260,False
20,62493217,62493218,-,C20ORF135,ENSG00000268858,False
20,62496630,62496631,+,TPD52L2,ENSG00000101150,True
20,62526503,62526504,+,DNAJC5,ENSG00000101152,True
20,62585007,62585008,+,AL118506.1,ENSG00000267848,False
20,62587756,62587757,-,UCKL1,ENSG00000198276,True
20,62601267,62601268,-,ZNF512B,ENSG00000196700,True
20,62610885,62610886,-,SAMD10,ENSG00000130590,True
20,62612493,62612494,+,PRPF6,ENSG00000101161,True
20,62680991,62680992,-,SOX18,ENSG00000203883,True
20,62694523,62694524,+,TCEA2,ENSG00000171703,True
20,62710855,62710856,-,RGS19,ENSG00000171700,True
20,62715712,62715713,-,C20orf201,ENSG00000171695,False
20,62723324,62723325,+,OPRL1,ENSG00000125510,True
20,62738915,62738916,-,NPBWR2,ENSG00000125522,True
20,62795809,62795810,+,MYT1,ENSG00000196132,True
20,62887109,62887110,+,PCMTD2,ENSG00000203880,True
21,10990858,10990859,-,TPTE,ENSG00000166157,True
21,14745386,14745387,-,AL050302.1,ENSG00000256715,False
21,14982498,14982499,+,POTED,ENSG00000166351,False
21,15053459,15053460,-,AL050303.1,ENSG00000269011,False
21,15583251,15583252,-,LIPI,ENSG00000188992,True
21,15588479,15588480,+,RBM11,ENSG00000185272,True
21,15755462,15755463,-,HSPA13,ENSG00000155304,True
21,15918644,15918645,-,SAMSN1,ENSG00000155307,True
21,16031142,16031143,-,AF165138.7,ENSG00000243440,False
21,16437316,16437317,-,NRIP1,ENSG00000180530,True
21,17102283,17102284,+,USP25,ENSG00000155313,True
21,18811193,18811194,+,C21orf37,ENSG00000232560,True
21,18885344,18885345,+,CXADR,ENSG00000154639,True
21,18985192,18985193,-,BTG3,ENSG00000154640,True
21,19191671,19191672,-,C21orf91,ENSG00000154642,True
21,19617148,19617149,+,CHODL,ENSG00000154645,True
21,19776089,19776090,-,TMPRSS15,ENSG00000154646,True
21,22370727,22370728,+,NCAM2,ENSG00000154654,True
21,26979803,26979804,-,MRPL39,ENSG00000154719,True
21,27012019,27012020,+,JAM2,ENSG00000154721,True
21,27107212,27107213,-,ATP5J,ENSG00000154723,True
21,27107279,27107280,+,GABPA,ENSG00000154727,True
21,27543083,27543084,-,APP,ENSG00000142192,True
21,27945590,27945591,-,CYYR1,ENSG00000166265,True
21,28217728,28217729,-,ADAMTS1,ENSG00000154734,True
21,28339408,28339409,-,ADAMTS5,ENSG00000154736,True
21,30257686,30257687,-,N6AMT1,ENSG00000156239,True
21,30365171,30365172,-,LTN1,ENSG00000198862,True
21,30391656,30391657,-,RWDD2B,ENSG00000156253,True
21,30396995,30396996,+,USP16,ENSG00000156256,True
21,30445968,30445969,-,CCT8,ENSG00000156261,True
21,30449792,30449793,+,MAP3K7CL,ENSG00000156265,False
21,30671244,30671245,+,BACH1,ENSG00000156273,True
21,30968360,30968361,+,GRIK1-AS2,ENSG00000183653,False
21,31312314,31312315,-,GRIK1,ENSG00000171189,True
21,31539113,31539114,-,CLDN17,ENSG00000156282,True
21,31588347,31588348,-,CLDN8,ENSG00000156284,True
21,31655267,31655268,-,KRTAP24-1,ENSG00000188694,True
21,31661832,31661833,-,KRTAP25-1,ENSG00000232263,False
21,31692411,31692412,-,KRTAP26-1,ENSG00000197683,True
21,31710012,31710013,-,KRTAP27-1,ENSG00000206107,False
21,31720924,31720925,-,KRTAP23-1,ENSG00000186980,False
21,31744586,31744587,-,KRTAP13-2,ENSG00000182816,True
21,31768352,31768353,+,KRTAP13-1,ENSG00000198390,True
21,31798286,31798287,-,KRTAP13-3,ENSG00000240432,False
21,31802572,31802573,+,KRTAP13-4,ENSG00000186971,False
21,31812597,31812598,+,KRTAP15-1,ENSG00000186970,False
21,31852685,31852686,-,KRTAP19-1,ENSG00000184351,True
21,31859755,31859756,-,KRTAP19-2,ENSG00000186965,False
21,31864328,31864329,-,KRTAP19-3,ENSG00000244025,True
21,31869480,31869481,-,KRTAP19-4,ENSG00000186967,True
21,31874458,31874459,-,KRTAP19-5,ENSG00000186977,True
21,31914183,31914184,-,KRTAP19-6,ENSG00000186925,False
21,31933633,31933634,-,KRTAP19-7,ENSG00000244362,False
21,31962716,31962717,-,KRTAP22-2,ENSG00000206106,False
21,31964759,31964760,+,KRTAP6-3,ENSG00000212938,False
21,31971219,31971220,-,KRTAP6-2,ENSG00000186930,False
21,31973414,31973415,+,KRTAP22-1,ENSG00000186924,False
21,31986249,31986250,-,KRTAP6-1,ENSG00000184724,False
21,31988750,31988751,+,KRTAP20-1,ENSG00000244624,False
21,31992946,31992947,+,KRTAP20-4,ENSG00000206105,False
21,32007523,32007524,+,KRTAP20-2,ENSG00000184032,True
21,32015183,32015184,+,KRTAP20-3,ENSG00000206104,False
21,32091095,32091096,-,KRTAP21-3,ENSG00000231068,False
21,32119575,32119576,-,KRTAP21-2,ENSG00000187026,True
21,32127746,32127747,-,KRTAP21-1,ENSG00000187005,False
21,32185590,32185591,-,KRTAP8-1,ENSG00000183640,True
21,32253895,32253896,-,KRTAP11-1,ENSG00000182591,True
21,32410795,32410796,-,KRTAP19-8,ENSG00000206102,False
21,32716582,32716583,-,TIAM1,ENSG00000156299,True
21,33032004,33032005,+,SOD1,ENSG00000142168,True
21,33104404,33104405,-,SCAF4,ENSG00000156304,True
21,33245337,33245338,+,HUNK,ENSG00000142149,True
21,33651345,33651346,-,MIS18A,ENSG00000159055,True
21,33671272,33671273,+,MRAP,ENSG00000170262,True
21,33765327,33765328,-,URB1,ENSG00000142207,True
21,33765450,33765451,+,C21orf119,ENSG00000256073,True
21,33784314,33784315,+,EVA1C,ENSG00000166979,False
21,33957825,33957826,-,TCP10L,ENSG00000242220,True
21,33984591,33984592,-,AP000275.65,ENSG00000265590,False
21,33984688,33984689,-,C21orf59,ENSG00000159079,True
21,34100220,34100221,-,SYNJ1,ENSG00000159082,True
21,34144169,34144170,-,PAXBP1,ENSG00000159086,False
21,34144464,34144465,+,C21orf49,ENSG00000205930,True
21,34185996,34185997,-,C21orf62,ENSG00000205929,True
21,34398242,34398243,+,OLIG2,ENSG00000205927,True
21,34442447,34442448,+,OLIG1,ENSG00000184221,True
21,34542948,34542949,-,C21orf54,ENSG00000229086,True
21,34602249,34602250,+,IFNAR2,ENSG00000159110,True
21,34619079,34619080,+,AP000295.9,ENSG00000249624,False
21,34638682,34638683,+,IL10RB,ENSG00000243646,True
21,34697297,34697298,+,IFNAR1,ENSG00000142166,True
21,34775734,34775735,+,IFNGR2,ENSG00000159128,True
21,34852260,34852261,-,TMEM50B,ENSG00000142188,True
21,34864033,34864034,-,DNAJC28,ENSG00000177692,True
21,34914417,34914418,-,GART,ENSG00000159131,True
21,34915367,34915368,+,SON,ENSG00000159140,True
21,34947645,34947646,-,AP000304.1,ENSG00000268265,False
21,34960986,34960987,-,DONSON,ENSG00000159147,True
21,35014048,35014049,-,CRYZL1,ENSG00000205758,True
21,35014870,35014871,+,ITSN1,ENSG00000205726,True
21,35284635,35284636,-,AP000304.12,ENSG00000249209,False
21,35288090,35288091,-,ATP5O,ENSG00000241837,True
21,35445856,35445857,+,MRPS6,ENSG00000243927,True
21,35445856,35445857,+,SLC5A3,ENSG00000272962,True
21,35736308,35736309,+,KCNE2,ENSG00000159197,True
21,35747779,35747780,+,SMIM11,ENSG00000205670,False
21,35773370,35773371,-,AP000322.54,ENSG00000222018,False
21,35796264,35796265,-,AP000322.53,ENSG00000243627,False
21,35884499,35884500,-,KCNE1,ENSG00000180509,True
21,35899120,35899121,-,RCAN1,ENSG00000159200,True
21,36041309,36041310,+,CLIC6,ENSG00000159212,True
21,36260995,36260996,-,RUNX1,ENSG00000159216,True
21,37270727,37270728,-,FKSG68,ENSG00000267812,False
21,37402368,37402369,+,AP000688.1,ENSG00000268098,False
21,37432797,37432798,-,SETD4,ENSG00000185917,True
21,37442290,37442291,+,CBR1,ENSG00000159228,True
21,37507379,37507380,+,CBR3,ENSG00000159231,True
21,37529094,37529095,+,DOPEY2,ENSG00000142197,True
21,37692519,37692520,+,MORC3,ENSG00000159256,True
21,37757699,37757700,+,CHAF1B,ENSG00000159259,True
21,37838763,37838764,-,CLDN14,ENSG00000159261,True
21,37858165,37858166,+,AP000695.1,ENSG00000267976,False
21,38071443,38071444,+,SIM2,ENSG00000159263,True
21,38338947,38338948,-,HLCS,ENSG00000159267,True
21,38378450,38378451,+,RIPPLY3,ENSG00000183145,False
21,38445369,38445370,-,PIGP,ENSG00000185808,True
21,38445567,38445568,+,TTC3,ENSG00000182670,True
21,38639634,38639635,-,DSCR3,ENSG00000157538,True
21,38739077,38739078,+,DYRK1A,ENSG00000157540,True
21,38888740,38888741,+,AP001421.1,ENSG00000267937,False
21,39288703,39288704,-,KCNJ6,ENSG00000157542,True
21,39493448,39493449,-,DSCR4,ENSG00000184029,True
21,39493590,39493591,+,DSCR8,ENSG00000198054,True
21,39629035,39629036,+,KCNJ15,ENSG00000157551,True
21,39870391,39870392,-,ERG,ENSG00000157554,True
21,40177854,40177855,+,ETS2,ENSG00000157557,True
21,40555356,40555357,-,PSMG1,ENSG00000183527,True
21,40685563,40685564,-,BRWD1,ENSG00000185658,True
21,40721013,40721014,-,HMGN1,ENSG00000205581,True
21,40752263,40752264,+,WRB,ENSG00000182093,True
21,40817686,40817687,-,LCA5L,ENSG00000157578,True
21,40817765,40817766,+,SH3BGR,ENSG00000185437,True
21,40984794,40984795,-,C21orf88,ENSG00000184809,True
21,40984867,40984868,+,B3GALT5,ENSG00000183778,True
21,41122769,41122770,+,IGSF5,ENSG00000183067,True
21,41239357,41239358,+,PCP4,ENSG00000183036,True
21,42219083,42219084,-,DSCAM,ENSG00000171587,True
21,42540088,42540089,+,BACE2,ENSG00000182240,True
21,42688727,42688728,+,FAM3B,ENSG00000183844,True
21,42733954,42733955,+,MX2,ENSG00000183486,True
21,42798166,42798167,+,MX1,ENSG00000157601,True
21,42880083,42880084,-,TMPRSS2,ENSG00000184012,True
21,43187210,43187211,-,RIPK4,ENSG00000183421,True
21,43299433,43299434,-,PRDM15,ENSG00000141956,True
21,43374048,43374049,-,C2CD2,ENSG00000157617,True
21,43430496,43430497,-,ZBTB21,ENSG00000173276,False
21,43483010,43483011,+,UMODL1,ENSG00000177398,True
21,43528556,43528557,-,C21orf128,ENSG00000184385,True
21,43639245,43639246,+,ABCG1,ENSG00000160179,True
21,43735518,43735519,-,TFF3,ENSG00000160180,True
21,43771104,43771105,-,TFF2,ENSG00000160181,True
21,43786642,43786643,-,TFF1,ENSG00000160182,True
21,43816167,43816168,-,TMPRSS3,ENSG00000160183,True
21,43824017,43824018,+,UBASH3A,ENSG00000160185,True
21,43916337,43916338,-,RSPH1,ENSG00000160188,True
21,43933979,43933980,+,SLC37A1,ENSG00000160190,True
21,44073719,44073720,+,PDE9A,ENSG00000160191,True
21,44299654,44299655,-,WDR4,ENSG00000160193,True
21,44313416,44313417,+,NDUFV3,ENSG00000160194,True
21,44394691,44394692,+,PKNOX1,ENSG00000160199,True
21,44495936,44495937,-,CBS,ENSG00000160200,True
21,44527654,44527655,-,U2AF1,ENSG00000160201,True
21,44582387,44582388,-,AP001631.10,ENSG00000228120,False
21,44589143,44589144,+,CRYAA,ENSG00000160202,True
21,44847008,44847009,-,SIK1,ENSG00000142178,True
21,45079370,45079371,-,HSF2BP,ENSG00000160207,True
21,45079430,45079431,+,RRP1B,ENSG00000160208,True
21,45139012,45139013,+,PDXK,ENSG00000160209,True
21,45196203,45196204,-,CSTB,ENSG00000160213,True
21,45209435,45209436,+,RRP1,ENSG00000160214,True
21,45285099,45285100,+,AGPAT3,ENSG00000160216,True
21,45432214,45432215,+,TRAPPC10,ENSG00000160218,True
21,45527222,45527223,+,PWP2,ENSG00000241945,True
21,45553557,45553558,+,C21orf33,ENSG00000160221,True
21,45593580,45593581,-,AP001055.1,ENSG00000267913,False
21,45660866,45660867,-,ICOSLG,ENSG00000160223,True
21,45681797,45681798,-,DNMT3L,ENSG00000142182,True
21,45705759,45705760,+,AIRE,ENSG00000160224,True
21,45719952,45719953,+,PFKL,ENSG00000141959,True
21,45759274,45759275,-,C21orf2,ENSG00000160226,True
21,45773502,45773503,+,TRPM2,ENSG00000142185,True
21,45875387,45875388,+,LRRC3,ENSG00000160233,True
21,45879814,45879815,+,LRRC3DN,ENSG00000269430,False
21,45937516,45937517,+,C21orf90,ENSG00000182912,True
21,45960078,45960079,-,KRTAP10-1,ENSG00000215455,False
21,45971388,45971389,-,KRTAP10-2,ENSG00000205445,False
21,45978677,45978678,-,KRTAP10-3,ENSG00000212935,True
21,45993606,45993607,+,KRTAP10-4,ENSG00000215454,False
21,46000481,46000482,-,KRTAP10-5,ENSG00000241123,False
21,46012386,46012387,-,KRTAP10-6,ENSG00000188155,False
21,46020497,46020498,+,KRTAP10-7,ENSG00000205441,False
21,46031996,46031997,+,KRTAP10-8,ENSG00000187766,False
21,46047011,46047012,+,KRTAP10-9,ENSG00000221837,True
21,46057273,46057274,+,KRTAP10-10,ENSG00000221859,False
21,46066331,46066332,+,KRTAP10-11,ENSG00000243489,False
21,46074576,46074577,-,KRTAP12-4,ENSG00000212933,False
21,46077849,46077850,+,KRTAP12-3,ENSG00000205439,False
21,46086844,46086845,-,KRTAP12-2,ENSG00000221864,False
21,46102078,46102079,-,KRTAP12-1,ENSG00000187175,False
21,46117087,46117088,+,KRTAP10-12,ENSG00000189169,False
21,46131481,46131482,-,TSPEAR,ENSG00000175894,True
21,46221715,46221716,-,UBE2G2,ENSG00000184787,True
21,46237985,46237986,-,SUMO3,ENSG00000184900,True
21,46293613,46293614,-,PTTG1IP,ENSG00000183255,True
21,46340832,46340833,-,ITGB2,ENSG00000160255,True
21,46359828,46359829,-,C21orf67,ENSG00000183250,False
21,46359934,46359935,+,FAM207A,ENSG00000160256,True
21,46492927,46492928,-,AP001579.1,ENSG00000268856,False
21,46494504,46494505,+,ADARB1,ENSG00000197381,True
21,46515493,46515494,-,PRED57,ENSG00000268805,False
21,46534873,46534874,-,PRED58,ENSG00000267857,False
21,46707804,46707805,-,POFUT2,ENSG00000186866,True
21,46825061,46825062,+,COL18A1,ENSG00000182871,True
21,46962348,46962349,-,SLC19A1,ENSG00000173638,True
21,47063641,47063642,+,PCBP3,ENSG00000183570,True
21,47190005,47190006,-,PRED60,ENSG00000267883,False
21,47352477,47352478,-,PRED62,ENSG00000268040,False
21,47401671,47401672,+,COL6A1,ENSG00000142156,True
21,47518043,47518044,+,COL6A2,ENSG00000142173,True
21,47575491,47575492,-,FTCD,ENSG00000160282,True
21,47604390,47604391,-,SPATC1L,ENSG00000160284,False
21,47613673,47613674,-,AP001468.1,ENSG00000235878,False
21,47648700,47648701,-,LSS,ENSG00000160285,True
21,47706169,47706170,-,MCM3AP,ENSG00000160294,True
21,47706283,47706284,+,YBEY,ENSG00000182362,True
21,47743755,47743756,-,C21orf58,ENSG00000160298,True
21,47744053,47744054,+,PCNT,ENSG00000160299,True
21,47878869,47878870,+,DIP2A,ENSG00000160305,True
21,48024994,48024995,-,S100B,ENSG00000160307,True
21,48055578,48055579,+,PRMT2,ENSG00000160310,True
22,16287937,16287938,-,POTEH,ENSG00000198062,False
22,16449805,16449806,-,OR11H1,ENSG00000130538,False
22,17073700,17073701,-,CCT8L2,ENSG00000198445,False
22,17302589,17302590,-,XKR3,ENSG00000172967,False
22,17488888,17488889,-,GAB4,ENSG00000215568,True
22,17565868,17565869,+,IL17RA,ENSG00000177663,True
22,17602232,17602233,-,CECR6,ENSG00000183307,True
22,17602476,17602477,+,AC006946.15,ENSG00000235478,False
22,17640147,17640148,-,CECR5,ENSG00000069998,True
22,17700295,17700296,-,CECR1,ENSG00000093072,True
22,17956627,17956628,+,CECR2,ENSG00000099954,True
22,18043194,18043195,+,SLC25A18,ENSG00000182902,True
22,18111527,18111528,-,ATP6V1E1,ENSG00000131100,True
22,18121514,18121515,+,BCL2L13,ENSG00000099968,True
22,18257219,18257220,-,BID,ENSG00000015475,True
22,18484269,18484270,-,MICAL3,ENSG00000243156,True
22,18560768,18560769,+,PEX26,ENSG00000215193,True
22,18593576,18593577,+,TUBA8,ENSG00000183785,True
22,18632937,18632938,+,USP18,ENSG00000184979,True
22,18721427,18721428,+,AC008132.1,ENSG00000182824,False
22,18834324,18834325,+,AC008132.13,ENSG00000161103,False
22,18893841,18893842,+,DGCR6,ENSG00000183628,True
22,18923805,18923806,-,PRODH,ENSG00000100033,True
22,19109926,19109927,-,DGCR2,ENSG00000070413,True
22,19118805,19118806,+,TSSK2,ENSG00000206203,True
22,19132176,19132177,-,DGCR14,ENSG00000100056,True
22,19137796,19137797,-,GSC2,ENSG00000063515,False
22,19166249,19166250,-,SLC25A1,ENSG00000100075,True
22,19279234,19279235,-,CLTCL1,ENSG00000070371,True
22,19420060,19420061,+,MRPL40,ENSG00000185608,True
22,19435228,19435229,-,HIRA,ENSG00000100084,True
22,19435228,19435229,-,C22orf39,ENSG00000242259,True
22,19466706,19466707,-,UFD1L,ENSG00000070010,True
22,19467444,19467445,+,CDC45,ENSG00000093009,True
22,19511931,19511932,-,CLDN5,ENSG00000184113,True
22,19705988,19705989,+,SEPT5,ENSG00000184702,True
22,19711068,19711069,+,GP1BB,ENSG00000203618,True
22,19748274,19748275,+,TBX1,ENSG00000184058,True
22,19842357,19842358,-,GNB1L,ENSG00000185838,True
22,19842404,19842405,-,C22orf29,ENSG00000215012,True
22,19929308,19929309,+,COMT,ENSG00000093010,True
22,19929338,19929339,-,TXNRD2,ENSG00000184470,True
22,19974705,19974706,-,ARVCF,ENSG00000099889,True
22,20004537,20004538,+,TANGO2,ENSG00000183597,False
22,20067754,20067755,+,DGCR8,ENSG00000128191,True
22,20104742,20104743,-,TRMT2A,ENSG00000099899,True
22,20105048,20105049,+,RANBP1,ENSG00000099901,True
22,20119359,20119360,+,ZDHHC8,ENSG00000099904,True
22,20138399,20138400,-,AC006547.14,ENSG00000234409,False
22,20255825,20255826,-,RTN4R,ENSG00000040608,True
22,20307563,20307564,-,DGCR6L,ENSG00000128185,True
22,20368028,20368029,-,GGTLC3,ENSG00000183038,False
22,20461786,20461787,-,RIMBP3,ENSG00000196622,False
22,20692438,20692439,+,FAM230A,ENSG00000188280,False
22,20726995,20726996,-,USP41,ENSG00000161133,True
22,20748444,20748445,+,ZNF74,ENSG00000185252,True
22,20792104,20792105,-,SCARF2,ENSG00000244486,True
22,20850092,20850093,-,KLHL22,ENSG00000099910,True
22,20861886,20861887,+,MED15,ENSG00000099917,True
22,21128401,21128402,+,SERPIND1,ENSG00000099937,True
22,21213067,21213068,-,PI4KA,ENSG00000241973,True
22,21213369,21213370,+,SNAP29,ENSG00000099940,True
22,21271743,21271744,+,CRKL,ENSG00000099942,True
22,21321543,21321544,+,AIFM3,ENSG00000183773,True
22,21336598,21336599,+,LZTR1,ENSG00000099949,True
22,21356060,21356061,-,THAP7,ENSG00000184436,True
22,21360736,21360737,-,AC002472.1,ENSG00000269103,False
22,21364097,21364098,+,P2RX6,ENSG00000099957,False
22,21386852,21386853,-,SLC7A4,ENSG00000099960,True
22,21400249,21400250,+,AC002472.13,ENSG00000187905,False
22,21482352,21482353,-,POM121L7,ENSG00000239511,False
22,21581926,21581927,-,GGT2,ENSG00000133475,False
22,21737663,21737664,+,RIMBP3B,ENSG00000196934,False
22,21771659,21771660,+,HIC2,ENSG00000169635,True
22,21905750,21905751,-,RIMBP3C,ENSG00000183246,False
22,21922002,21922003,+,UBE2L3,ENSG00000185651,True
22,21984320,21984321,-,YDJC,ENSG00000161179,True
22,21987051,21987052,+,CCDC116,ENSG00000161180,True
22,21996608,21996609,+,SDF2L1,ENSG00000128228,True
22,22020313,22020314,+,PPIL2,ENSG00000100023,True
22,22090095,22090096,-,YPEL1,ENSG00000100027,True
22,22221931,22221932,-,MAPK1,ENSG00000100030,True
22,22307220,22307221,-,PPM1F,ENSG00000100034,True
22,22337174,22337175,-,TOP3B,ENSG00000100038,True
22,22599200,22599201,+,VPREB1,ENSG00000169575,True
22,22863092,22863093,-,ZNF280B,ENSG00000198477,True
22,22874613,22874614,-,ZNF280A,ENSG00000169548,True
22,22901675,22901676,-,PRAME,ENSG00000185686,True
